id;enseigne_actuelle;statut_enseigne;suggestions_enseigne;adresse;cp;ville;latitude;longitude;source_enseigne;osm_id;motifs_controle;signature;enseigne_corrigee;decision;commentaire
77390003;;a_completer;;L OREE DE GUIGNES;77390;Guignes;48.63502;2.799;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;l oree de guignes|77390|guignes;Carrefour Market;complete_auto_banco;"reference_prix_carburants; osm=node/2086674553; distance=0m"
62410001;;a_completer;;45 RUE A.PEZE;62410;Wingles;50.495;2.858;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;45 rue a.peze|62410|wingles;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=node/9474327898; distance=0m"
43230001;;a_completer;;La Buge;43230;Saint-Georges-d'Aurac;45.144;3.543;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;la buge|43230|saint-georges-d'aurac;Total;complete_auto_banco;"reference_prix_carburants; osm=node/3668827688; distance=0m"
4200003;;a_completer;;route de Sisteron;04200;Peipin;44.14295;5.95926;;;enseigne inconnue | aucune station OpenStreetMap proche;route de sisteron|04200|peipin;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/153727094; distance=0m"
21110002;;a_completer;;route departementale 905;21110;Genlis;47.245;5.204;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route departementale 905|21110|genlis;Total;complete_auto_banco;"reference_prix_carburants; osm=node/1882587807; distance=0m"
62720002;;a_completer;;Rue Roger Salengro;62720;Marquise;50.807;1.73;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue roger salengro|62720|marquise;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/1755353314; distance=0m"
62137001;;a_completer;;2246 route de St Omer;62137;Coulogne;50.928;1.901;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;2246 route de st omer|62137|coulogne;Esso;complete_auto_banco;"reference_prix_carburants; osm=node/4656354404; distance=0m"
77700001;;a_completer;;14 Cours du Danube;77700;Serris;48.856;2.777;;;enseigne inconnue | correspondance OpenStreetMap ambigue;14 cours du danube|77700|serris;Auchan;complete_auto_banco;"reference_prix_carburants; osm=way/116195923; distance=0m"
1430005;;a_completer;;AUTOROUTE A40 - AIRE DE CEIGNES CERDON;01430;Ceignes;46.1237;5.49956;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;autoroute a40 - aire de ceignes cerdon|01430|ceignes;Total;complete_auto_banco;"reference_prix_carburants; osm=node/7656487786; distance=0m"
13800010;;a_completer;;22 Avenue Félix GOUIN;13800;Istres;43.515208;4.984067;;;;22 avenue félix gouin|13800|istres;Total;complete_auto_banco;"reference_prix_carburants; osm=node/5582972123; distance=0m"
85330003;;a_completer;;148, ROUTE NATIONALE;85330;Noirmoutier-en-l'Île;47.002;-2.259;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;148, route nationale|85330|noirmoutier-en-l'île;Système U;complete_auto_banco;"reference_prix_carburants; osm=node/4551487021; distance=0m"
14170001;;a_completer;;Route de Livarot;14170;Saint-Pierre-en-Auge;49.0247;-0.02358;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de livarot|14170|saint-pierre-en-auge;TotalEnergies;complete_auto_banco;"reference_prix_carburants; osm=node/1719529089; distance=0m"
87700005;;a_completer;;zac du grand rieux;87700;Aixe-sur-Vienne;45.798;1.124;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;zac du grand rieux|87700|aixe-sur-vienne;Super U;complete_auto_banco;"reference_prix_carburants; osm=node/13516509586; distance=0m"
13090021;;a_completer;;Lieudit Chamsaur, 210 Avenue de Bredasque;13090;Aix-en-Provence;43.536;5.413;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;lieudit chamsaur, 210 avenue de bredasque|13090|aix-en-provence;Auchan;complete_auto_banco;"reference_prix_carburants; osm=node/6147809188; distance=0m"
69220001;;a_completer;;AVENUE DE VERDUN;69220;Belleville-en-Beaujolais;46.099;4.749;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue de verdun|69220|belleville-en-beaujolais;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=way/253691049; distance=0m"
83660002;;a_completer;;Chemin du Plan;83660;Carnoules;43.299;6.191;;;enseigne inconnue | correspondance OpenStreetMap ambigue;chemin du plan|83660|carnoules;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/210671096; distance=0m"
34560002;;a_completer;;AVENUE DE SETE;34560;Poussan;43.483274;3.671379;;;enseigne inconnue | aucune station OpenStreetMap proche;avenue de sete|34560|poussan;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/7305565575; distance=0m"
13890000;Independent;a_completer;;78 Avenue Roger Salengro;13890;Mouriès;43.692;4.861;OpenStreetMap;node/5642328354;;78 avenue roger salengro|13890|mouriès;Independent;complete_auto_banco;"reference_prix_carburants; osm=node/5642328354; distance=0m"
62118002;U;a_completer;;RUE DU MARECHAL FOCH;62118;Biache-Saint-Vaast;50.306;2.952;OpenStreetMap;way/247234333;adresse BAN eloignee des coordonnees;rue du marechal foch|62118|biache-saint-vaast;U;complete_auto_banco;"reference_prix_carburants; osm=way/247234333; distance=0m"
1400005;;a_completer;;ROUTE DE MARLIEUX;01400;Châtillon-sur-Chalaronne;46.11765;4.96036;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de marlieux|01400|châtillon-sur-chalaronne;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/189525261; distance=0m"
51370003;;a_completer;;Rue du Bas Volet;51370;Les Mesneux;49.21872;3.96403;;;enseigne inconnue | aucune station OpenStreetMap proche;rue du bas volet|51370|les mesneux;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/254659513; distance=0m"
8300001;;a_completer;;ZONE DE L'ETOILE;08300;Rethel;49.511;4.368;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zone de l'etoile|08300|rethel;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/424068704; distance=0m"
73130004;;a_completer;;ZA des Grands prés;73130;Sainte-Marie-de-Cuines;45.342153;6.298664;;;enseigne inconnue | aucune station OpenStreetMap proche;za des grands prés|73130|sainte-marie-de-cuines;Total;complete_auto_banco;"reference_prix_carburants; osm=node/844179569; distance=0m"
19250006;;a_completer;Esso;ROUTE DE TULLE;19250;Combressol;45.475951;2.160925;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de tulle|19250|combressol;Netto;complete_auto_banco;"reference_prix_carburants; osm=way/1120309898; distance=0m"
40240008;;a_completer;;15 avenue Guillaume de Villaret;40240;Saint-Justin;43.977;-0.236;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;15 avenue guillaume de villaret|40240|saint-justin;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/5645933137; distance=0m"
19130003;;a_completer;;Route de Brive;19130;Objat;45.244;1.415;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route de brive|19130|objat;Total;complete_auto_banco;"reference_prix_carburants; osm=node/5645933131; distance=0m"
27000004;;a_completer;;1 Rue de Fauville;27000;Évreux;49.02379;1.17388;;;enseigne inconnue | correspondance OpenStreetMap ambigue;1 rue de fauville|27000|évreux;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/359519625; distance=0m"
53970001;;a_completer;;ZONE ARTIZ DE L'AUBEPIN;53970;L'Huisserie;48.025;-0.769;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;zone artiz de l'aubepin|53970|l'huisserie;Système U;complete_auto_banco;"reference_prix_carburants; osm=node/4770026649; distance=0m"
83170012;;a_completer;;AUTOROUTE A8 - AIRE DE CAMBARETTE SUD - TERRASSES DE PROVENCE CENTRE;83170;Tourves;43.424123;5.969885;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;autoroute a8 - aire de cambarette sud - terrasses de provence centre|83170|tourves;TotalEnergies;complete_auto_banco;"reference_prix_carburants; osm=node/11304374619; distance=0m"
21400009;;a_completer;;Av. Noël Navoizat;21400;Châtillon-sur-Seine;47.87249;4.570458;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;av. noël navoizat|21400|châtillon-sur-seine;Avia;complete_auto_banco;"reference_prix_carburants; osm=way/1237123132; distance=0m"
57400001;;a_completer;;route de Phalsbourg;57400;Sarrebourg;48.74;7.07;;;enseigne inconnue | correspondance OpenStreetMap ambigue;route de phalsbourg|57400|sarrebourg;Cora;complete_auto_banco;"reference_prix_carburants; osm=way/243275261; distance=0m"
73460003;;a_completer;;ZI Le pont;73460;Frontenex;45.633;6.312;;;enseigne inconnue | aucune station OpenStreetMap proche;zi le pont|73460|frontenex;Netto;complete_auto_banco;"reference_prix_carburants; osm=way/171954285; distance=0m"
18400004;;a_completer;;Rue Jean Moulin;18400;Saint-Florent-sur-Cher;46.996;2.249;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue jean moulin|18400|saint-florent-sur-cher;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=way/281032548; distance=0m"
52220001;;a_completer;;Route de Saint-Dizier;52220;La Porte du Der;48.491;4.778;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de saint-dizier|52220|la porte du der;Total;complete_auto_banco;"reference_prix_carburants; osm=node/4424241432; distance=0m"
2120004;;a_completer;;Rue des Docteurs Devillers;02120;Guise;49.90249;3.63841;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue des docteurs devillers|02120|guise;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/128312441; distance=0m"
72560001;;a_completer;;Lieu-dit Le Grand Pin;72560;Changé;47.981;0.278;;;enseigne inconnue | correspondance OpenStreetMap ambigue;lieu-dit le grand pin|72560|changé;Independent;complete_auto_banco;"reference_prix_carburants; osm=way/125975243; distance=0m"
52100011;;a_completer;;Avenue Léon Blum;52100;Saint-Dizier;48.643;4.969;;;enseigne inconnue | correspondance OpenStreetMap ambigue;avenue léon blum|52100|saint-dizier;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=node/2422516492; distance=0m"
81250004;;a_completer;;lieu dit ginestous;81250;Alban;43.889053;2.461559;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;lieu dit ginestous|81250|alban;Carrefour Contact;complete_auto_banco;"reference_prix_carburants; osm=node/8093382143; distance=0m"
6330003;;a_completer;;RD 2085;06330;Roquefort-les-Pins;43.667;7.051;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;rd 2085|06330|roquefort-les-pins;Total;complete_auto_banco;"reference_prix_carburants; osm=way/333563949; distance=0m"
6240006;;a_completer;;A8 Aire de la Riviera Française;06240;Beausoleil;43.75;7.423;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;a8 aire de la riviera française|06240|beausoleil;E.Leclerc;complete_auto_banco;"reference_prix_carburants; osm=node/7217981820; distance=0m"
84510001;;a_completer;;65 route de Gadagne;84510;Caumont-sur-Durance;43.906;4.948;;;enseigne inconnue | aucune station OpenStreetMap proche;65 route de gadagne|84510|caumont-sur-durance;Système U;complete_auto_banco;"reference_prix_carburants; osm=node/5227261910; distance=0m"
33113002;;a_completer;;Route de Sore;33113;Saint-Symphorien;44.429;-0.491;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de sore|33113|saint-symphorien;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=node/1867293355; distance=0m"
12390001;;a_completer;;Chemin de la Cassagne;12390;Rignac;44.405;2.296;;;enseigne inconnue | correspondance OpenStreetMap ambigue;chemin de la cassagne|12390|rignac;U;complete_auto_banco;"reference_prix_carburants; osm=node/2605973954; distance=0m"
22302001;;a_completer;;Route de Guingamp;22300;Lannion;48.719;-3.416;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de guingamp|22300|lannion;Total Access;complete_auto_banco;"reference_prix_carburants; osm=node/310817773; distance=0m"
1390002;;a_completer;;Z.I. DE SURE;01390;Saint-André-de-Corcy;45.928;4.988;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;z.i. de sure|01390|saint-andré-de-corcy;Total;complete_auto_banco;"reference_prix_carburants; osm=node/3081075040; distance=0m"
71240009;;a_completer;;AUTOROUTE DU SOLEIL A6 - SENS PARIS / PROVINCE;71240;Saint-Ambreuil;46.694821;4.857844;;;enseigne inconnue | aucune station OpenStreetMap proche;autoroute du soleil a6 - sens paris / province|71240|saint-ambreuil;BP;complete_auto_banco;"reference_prix_carburants; osm=node/25214494; distance=0m"
53500003;;a_completer;;ROUTE DE MAYENNE;53500;Ernée;48.297;-0.913;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de mayenne|53500|ernée;Total;complete_auto_banco;"reference_prix_carburants; osm=node/5568614897; distance=0m"
78690002;;a_completer;;lieudit le village;78690;Les Essarts-le-Roi;48.714;1.926;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;lieudit le village|78690|les essarts-le-roi;U;complete_auto_banco;"reference_prix_carburants; osm=node/1906930262; distance=0m"
78680002;;a_completer;;30 Avenue du Professeur Emile SERGENT;78680;Verneuil-sur-Seine;48.979;1.955;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;30 avenue du professeur emile sergent|78680|verneuil-sur-seine;TotalEnergies;complete_auto_banco;"reference_prix_carburants; osm=node/771272835; distance=0m"
19100001;;a_completer;;90 Avenue Abbé Jean Alvitre;19100;Brive-la-Gaillarde;45.153;1.509;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;90 avenue abbé jean alvitre|19100|brive-la-gaillarde;Auchan;complete_auto_banco;"reference_prix_carburants; osm=way/124579965; distance=0m"
54840004;;a_completer;;Rue de la Croix Saint-Nicolas;54840;Gondreville;48.691;5.969;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue de la croix saint-nicolas|54840|gondreville;Carrefour Contact;complete_auto_banco;"reference_prix_carburants; osm=way/106658930; distance=0m"
7220003;;a_completer;;QUARTIER PLANZOLLES RN86;07220;Viviers;44.475896;4.692096;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;quartier planzolles rn86|07220|viviers;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/5594573021; distance=0m"
91760001;;a_completer;;Route de la Ferté-Alais;91760;Itteville;48.50264;2.34774;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de la ferté-alais|91760|itteville;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/108523321; distance=0m"
48600003;;a_completer;;ROUTE DE ST CHELY;48600;Grandrieu;44.784;3.636;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;route de st chely|48600|grandrieu;Ets Pignol;complete_auto_banco;"reference_prix_carburants; osm=way/468455955; distance=0m"
6250009;;a_completer;;AUTOROUTE A8 - AIRE DE LA CÔTE D'AZUR;06250;Le Cannet;43.584;7.025;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;autoroute a8 - aire de la côte d'azur|06250|le cannet;TotalEnergies;complete_auto_banco;"reference_prix_carburants; osm=node/10745135774; distance=0m"
61130001;;a_completer;;Rue Guillaume SEZNEC;61130;Saint-Martin-du-Vieux-Bellême;48.375;0.542;;;enseigne inconnue | correspondance OpenStreetMap ambigue;rue guillaume seznec|61130|saint-martin-du-vieux-bellême;;;
42600001;;a_completer;;4 route de Feurs;42600;Montbrison;45.601;4.061;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;4 route de feurs|42600|montbrison;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/3907010718; distance=0m"
44570007;;a_completer;;RN 171;44570;Trignac;47.305033;-2.212259;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;rn 171|44570|trignac;;;
62138002;;a_completer;;ZAC DES FLANDRES;62138;Auchy-les-Mines;50.51;2.784;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;zac des flandres|62138|auchy-les-mines;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/4437507293; distance=0m"
25150002;;a_completer;;26 Rue des Bouleaux;25150;Pont-de-Roide-Vermondans;47.391;6.77;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;26 rue des bouleaux|25150|pont-de-roide-vermondans;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/251979682; distance=0m"
50130001;;a_completer;;Avenue de Normandie;50130;Cherbourg-en-Cotentin;49.626;-1.628;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;avenue de normandie|50130|cherbourg-en-cotentin;Esso Express;complete_auto_banco;"reference_prix_carburants; osm=node/2101230095; distance=0m"
34130002;;a_completer;;ECOPARC DEPARTEMENTAL CD.112;34130;Saint-Aunès;43.639;3.964;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;ecoparc departemental cd.112|34130|saint-aunès;E.Leclerc;complete_auto_banco;"reference_prix_carburants; osm=way/79539020; distance=0m"
26700002;;a_completer;;21 route de St Paul;26700;Pierrelatte;44.403905;4.689508;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;21 route de st paul|26700|pierrelatte;;;
85690001;U;a_completer;;Route du Fief Noumois;85690;Notre-Dame-de-Monts;46.830425;-2.127534;OpenStreetMap;node/7486328175;adresse BAN eloignee des coordonnees;route du fief noumois|85690|notre-dame-de-monts;U;complete_auto_banco;"reference_prix_carburants; osm=node/7486328175; distance=0m"
24200001;;a_completer;;Route de Brive;24200;Sarlat-la-Canéda;44.92;1.206;;;enseigne inconnue | adresse BAN eloignee des coordonnees | aucune station OpenStreetMap proche;route de brive|24200|sarlat-la-canéda;Carrefour;complete_auto_banco;"reference_prix_carburants; osm=node/297657871; distance=0m"
13230004;;a_completer;;ZA de Malebarge;13230;Port-Saint-Louis-du-Rhône;43.390961;4.81006;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;za de malebarge|13230|port-saint-louis-du-rhône;;;
35610001;;a_completer;;VILLE CHEREL;35610;Pleine-Fougères;48.552;-1.534;;;enseigne inconnue | correspondance OpenStreetMap ambigue;ville cherel|35610|pleine-fougères;Intermarché;complete_auto_banco;"reference_prix_carburants; osm=way/387988831; distance=0m"
38350006;;a_completer;;Z.I DE LA MURE;38350;Susville;44.941;5.763;;;enseigne inconnue | aucune station OpenStreetMap proche;z.i de la mure|38350|susville;Netto;complete_auto_banco;"reference_prix_carburants; osm=way/863057995; distance=0m"
2380002;;a_completer;;D1 - LIEU DIT LE PRE MONTRE;02380;Crécy-au-Mont;49.489;3.336;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;d1 - lieu dit le pre montre|02380|crécy-au-mont;Total Access;complete_auto_banco;"reference_prix_carburants; osm=node/4585661298; distance=0m"
23600002;U;a_completer;;Avenue Pierre Leroux;23600;Boussac;46.349;2.217;OpenStreetMap;way/189690918;;avenue pierre leroux|23600|boussac;U;complete_auto_banco;"reference_prix_carburants; osm=way/189690918; distance=0m"
80400004;;a_completer;;80, rue de Paris;80400;Muille-Villette;49.73;3.067;;;enseigne inconnue | adresse BAN eloignee des coordonnees | correspondance OpenStreetMap ambigue;80, rue de paris|80400|muille-villette;E.Leclerc;complete_auto_banco;"reference_prix_carburants; osm=node/25213719; distance=0m"
